student_id,course_id,term,section_id,instructor_id,switch_term,term_index,course_term_id,section_term_id,post_redesign,redesign_status,final_numeric_grade,final_numeric_grade_z,olse_q1_mean,olse_q2_mean,olse_q3_mean,olse_q4_mean,olse_q5_mean,olse_q1_mean_z,olse_q2_mean_z,olse_q3_mean_z,olse_q4_mean_z,olse_q5_mean_z,olse_overall_mean,olse_overall_z,mastery_redesign,social_vicarious_redesign,structural_compliance_redesign,redesign_intensity,mastery_redesign_z,social_vicarious_redesign_z,structural_compliance_redesign_z,redesign_intensity_z,post_x_mastery_redesign_z,post_x_social_vicarious_redesign_z,post_x_structural_compliance_redesign_z,post_x_redesign_intensity_z,fs_Q1,fs_Q2,fs_Q3,fs_Q4,fs_Q5,fs_Overall_OLSE
STU_000099,ASTR 4B,2024SP,S02,INST_ASTR4B_02,2025SP,20241,ASTR 4B__2024SP,ASTR 4B__2024SP__S02,0,pre,2,-0.7033370001179466,3.5,3.8,3.1666666666666665,3.2,3.1666666666666665,-0.1586428265550334,0.5858549829497852,-0.5797003006762981,-0.4565453960720986,-0.5741342972968816,3.3666666666666667,-0.28199971440463323,0.066375,0.305104,0.046909,0.121191,-1.622277,1.142912,-1.34547,-1.770202,-0,0,-0,-0,-2.582916649135163,-0.9836508480405393,-2.4374930243672135,-2.7177347577799695,-1.8155175013400509,-0.2824829721444305
STU_001487,ASTR 4B,2024SP,S02,INST_ASTR4B_02,2025SP,20241,ASTR 4B__2024SP,ASTR 4B__2024SP__S02,0,pre,0.7,-2.338094287507247,2.875,2.6,2.5,2.2,3.1666666666666665,-1.4086526357926807,-1.6510458610403016,-1.869019550974815,-2.328572543145978,-0.5741342972968816,2.7,-1.7377216969115639,0.066375,0.305104,0.046909,0.121191,-1.622277,1.142912,-1.34547,-1.770202,-0,0,-0,-0,-15.284261358272625,-8.373843531512076,-13.66433199456885,-15.770168001503857,-9.1517800388689,-1.652871127991864
STU_001468,ASTR 4B,2024SP,S03,INST_ASTR4B_03,2025SP,20241,ASTR 4B__2024SP,ASTR 4B__2024SP__S03,0,pre,1.3,-1.5835909240968005,3,3,3.3333333333333335,3.2,2.6666666666666665,-1.1586506739451512,-0.9054122463769394,-0.25737048810166807,-0.4565453960720986,-1.534563790356816,3.033333333333333,-1.009860705658099,0.066375,0.305104,0.046909,0.121191,-1.622277,1.142912,-1.34547,-1.770202,-0,0,-0,-0,-9.179069793849916,-4.962636526815489,-7.794164661216049,-9.095020263704699,-6.05962446560603,-0.9794595976938925
STU_001020,ASTR 4B,2024SP,S03,INST_ASTR4B_03,2025SP,20241,ASTR 4B__2024SP,ASTR 4B__2024SP__S03,0,pre,1.3,-1.5835909240968005,2.75,3,3.1666666666666665,3,3.1666666666666665,-1.65865459764021,-0.9054122463769394,-0.5797003006762981,-0.8309508254868748,-0.5741342972968816,3,-1.0826468047834452,0.066375,0.305104,0.046909,0.121191,-1.622277,1.142912,-1.34547,-1.770202,-0,0,-0,-0,-9.981141989236269,-5.259392734694912,-8.388635435970052,-9.784714693086121,-5.913207124236764,-1.044071563629861
STU_000481,ASTR 4B,2024SP,S03,INST_ASTR4B_03,2025SP,20241,ASTR 4B__2024SP,ASTR 4B__2024SP__S03,0,pre,3.7,1.4344225295449842,3.75,3.8,3.8333333333333335,3.4,3.5,0.3413610971400255,0.5858549829497852,0.7096189496222199,-0.08213996665732322,0.06615203140974155,3.6666666666666665,0.3730751777234853,0.066375,0.305104,0.046909,0.121191,-1.622277,1.142912,-1.34547,-1.770202,-0,0,-0,-0,3.169066382768946,1.8350717864904844,2.9244494437133426,3.0651873911661207,1.8572974928080275,0.33966071032862427
STU_000940,ASTR 4B,2024SP,S03,INST_ASTR4B_03,2025SP,20241,ASTR 4B__2024SP,ASTR 4B__2024SP__S03,0,pre,3.3,0.9314202872713531,3.375,3.4,3.1666666666666665,3.4,3.1666666666666665,-0.40864478840256285,-0.1597786317135771,-0.5797003006762981,-0.08213996665732322,-0.5741342972968816,3.3,-0.4275719126553268,0.066375,0.305104,0.046909,0.121191,-1.622277,1.142912,-1.34547,-1.770202,-0,0,-0,-0,-4.3058839028987625,-2.2081069761563694,-3.850829570195802,-4.252751505621892,-2.8087336625271178,-0.4616834338869613
STU_001417,ASTR 4B,2024SP,S03,INST_ASTR4B_03,2025SP,20241,ASTR 4B__2024SP,ASTR 4B__2024SP__S03,0,pre,2,-0.7033370001179466,3.25,3.2,2.6666666666666665,2.8,2.6666666666666665,-0.6586467502500923,-0.5325954390452579,-1.546689738400186,-1.205356254901651,-1.534563790356816,2.933333333333333,-1.228219003034139,0.066375,0.305104,0.046909,0.121191,-1.622277,1.142912,-1.34547,-1.770202,-0,0,-0,-0,-10.717345283721803,-5.635303671087094,-9.775265509373309,-11.062602461621927,-7.075153842424225,-1.17318914476087
STU_001158,ASTR 4B,2024SP,S04,INST_ASTR4B_01,2025SP,20241,ASTR 4B__2024SP,ASTR 4B__2024SP__S04,0,pre,2.3,-0.3260853184127238,3.25,3.6,3.1666666666666665,3.6,3,-0.6586467502500923,0.21303817561810445,-0.5797003006762981,0.29226546275745297,-0.8942774616501927,3.3,-0.4275719126553268,0.066375,0.305104,0.046909,0.121191,-1.622277,1.142912,-1.34547,-1.770202,-0,0,-0,-0,-4.140426259152522,-1.879257696892358,-3.636011880172637,-3.883594834038386,-2.815230099080104,-0.4338435351966375
STU_001426,ASTR 4B,2024SP,S05,INST_ASTR4B_02,2025SP,20241,ASTR 4B__2024SP,ASTR 4B__2024SP__S05,0,pre,2,-0.7033370001179466,2.625,3,2.5,3.2,2.8333333333333335,-1.9086565594877396,-0.9054122463769394,-1.869019550974815,-0.4565453960720986,-1.214420626003504,2.8,-1.519363399535525,0.066375,0.305104,0.046909,0.121191,-1.622277,1.142912,-1.34547,-1.770202,-0,0,-0,-0,-13.595701181139779,-7.026477554738931,-12.012399952019246,-13.317256858908012,-8.343174733161481,-1.4410623080302107
STU_000114,ASTR 4B,2024SP,S05,INST_ASTR4B_02,2025SP,20241,ASTR 4B__2024SP,ASTR 4B__2024SP__S05,0,pre,3,0.5541686055661302,3.75,3.8,3.8333333333333335,3.4,3.3333333333333335,0.3413610971400255,0.5858549829497852,0.7096189496222199,-0.08213996665732322,-0.2539911329435696,3.6333333333333333,0.300289078598139,0.066375,0.305104,0.046909,0.121191,-1.622277,1.142912,-1.34547,-1.770202,-0,0,-0,-0,2.4386481339833885,1.4893121977116042,2.2969450565804554,2.355961780886801,1.2169770903994497,0.25973880935157817
STU_000844,ASTR 4B,2024F,S01,INST_ASTR4B_01,2025SP,20243,ASTR 4B__2024F,ASTR 4B__2024F__S01,0,pre,2.7,0.17691692386090738,3.75,4,3.8333333333333335,3.8,3.6666666666666665,0.3413610971400255,0.9586717902814668,0.7096189496222199,0.6666708921722283,0.3862951957630527,3.8,0.6642195742248714,0.066375,0.305104,0.046909,0.121191,-1.622277,1.142912,-1.34547,-1.770202,-0,0,-0,-0,5.691224769624549,3.334737092282412,5.167118766843346,5.907738438039183,3.529133084697148,0.6246734201805674
STU_000382,ASTR 4B,2024F,S01,INST_ASTR4B_01,2025SP,20243,ASTR 4B__2024F,ASTR 4B__2024F__S01,0,pre,2.7,0.17691692386090738,3.875,3.6,3.6666666666666665,3.6,3.8333333333333335,0.5913630589875549,0.21303817561810445,0.38728913704759005,0.29226546275745297,0.7064383601163647,3.7333333333333334,0.5186473759741789,0.066375,0.305104,0.046909,0.121191,-1.622277,1.142912,-1.34547,-1.770202,-0,0,-0,-0,4.466235528944392,2.2648564582822397,3.879715637481167,4.433083923593034,2.902605988861553,0.47581574474492067
STU_001211,ASTR 4B,2024F,S01,INST_ASTR4B_01,2025SP,20243,ASTR 4B__2024F,ASTR 4B__2024F__S01,0,pre,2.7,0.17691692386090738,4,3.6,4,3.6,3.6666666666666665,0.8413650208350845,0.21303817561810445,1.031948762196849,0.29226546275745297,0.3862951957630527,3.8,0.6642195742248714,0.066375,0.305104,0.046909,0.121191,-1.622277,1.142912,-1.34547,-1.770202,-0,0,-0,-0,5.854638514031991,2.912535139822647,5.247558410815046,5.742455478155124,3.531825267700185,0.6197710588866919
STU_000117,ASTR 4B,2024F,S01,INST_ASTR4B_01,2025SP,20243,ASTR 4B__2024F,ASTR 4B__2024F__S01,0,pre,2,-0.7033370001179466,2.875,2.6,2.6666666666666665,2.8,2.5,-1.4086526357926807,-1.6510458610403016,-1.546689738400186,-1.205356254901651,-1.8547069547101271,2.7,-1.7377216969115639,0.066375,0.305104,0.046909,0.121191,-1.622277,1.142912,-1.34547,-1.770202,-0,0,-0,-0,-15.006281615767525,-8.202616232680652,-13.310266261787193,-15.179946247310925,-9.611804333569165,-1.6222381998006736
STU_000665,ASTR 4B,2024F,S01,INST_ASTR4B_01,2025SP,20243,ASTR 4B__2024F,ASTR 4B__2024F__S01,0,pre,2.3,-0.3260853184127238,3,3.2,3.1666666666666665,3.8,3.5,-1.1586506739451512,-0.5325954390452579,-0.5797003006762981,0.6666708921722283,0.06615203140974155,3.3,-0.4275719126553268,0.066375,0.305104,0.046909,0.121191,-1.622277,1.142912,-1.34547,-1.770202,-0,0,-0,-0,-4.320676633222948,-2.2525893515094904,-3.604120488946443,-3.752154740918472,-2.2474447429558904,-0.42967103443831334
STU_000513,ASTR 4B,2024F,S01,INST_ASTR4B_01,2025SP,20243,ASTR 4B__2024F,ASTR 4B__2024F__S01,0,pre,0,-3.2183482114861004,2.875,2.2,2.6666666666666665,2.6,2.5,-1.4086526357926807,-2.396679475703664,-1.546689738400186,-1.5797616843164264,-1.8547069547101271,2.6,-1.9560799942876037,0.066375,0.305104,0.046909,0.121191,-1.622277,1.142912,-1.34547,-1.770202,-0,0,-0,-0,-16.928162438648656,-9.59032551884872,-15.0331838844336,-17.27870275067216,-10.796849950183175,-1.8400520043360065
STU_000707,ASTR 4B,2024F,S01,INST_ASTR4B_01,2025SP,20243,ASTR 4B__2024F,ASTR 4B__2024F__S01,0,pre,1.7,-1.0805886818231698,3.125,2.6,3.1666666666666665,3,2.8333333333333335,-0.9086487120976218,-1.6510458610403016,-0.5797003006762981,-0.8309508254868748,-1.214420626003504,2.966666666666667,-1.1554329039087916,0.066375,0.305104,0.046909,0.121191,-1.622277,1.142912,-1.34547,-1.770202,-0,0,-0,-0,-10.183249500452776,-5.83960426046844,-8.857269310129777,-10.308751211045022,-6.530513611013947,-1.1010231608178445
STU_000456,ASTR 4B,2024F,S01,INST_ASTR4B_01,2025SP,20243,ASTR 4B__2024F,ASTR 4B__2024F__S01,0,pre,2.7,0.17691692386090738,2.25,1.8,2.3333333333333335,2.6,2,-2.658662445030328,-3.1423130903670264,-2.191349363549444,-1.5797616843164264,-2.8151364477700613,2.2,-2.829513183791762,0.066375,0.305104,0.046909,0.121191,-1.622277,1.142912,-1.34547,-1.770202,-0,0,-0,-0,-24.07628185170547,-13.355609186145553,-21.065886621489657,-24.104751033309444,-15.234949709006917,-2.586693071108457
STU_001188,ASTR 4B,2024F,S02,INST_ASTR4B_02,2025SP,20243,ASTR 4B__2024F,ASTR 4B__2024F__S02,0,pre,2,-0.7033370001179466,3.875,3.2,3.6666666666666665,3.2,4,0.5913630589875549,-0.5325954390452579,0.38728913704759005,-0.4565453960720986,1.0265815244696759,3.6333333333333333,0.300289078598139,0.066375,0.305104,0.046909,0.121191,-1.622277,1.142912,-1.34547,-1.770202,-0,0,-0,-0,2.6373531662778147,0.9314812271488433,2.2281142759169335,2.311107427944381,1.9722851748570978,0.267912263330849
STU_000496,ASTR 4B,2024F,S02,INST_ASTR4B_02,2025SP,20243,ASTR 4B__2024F,ASTR 4B__2024F__S02,0,pre,1,-1.9608426058020236,2.625,2,2.1666666666666665,2.2,2.3333333333333335,-1.9086565594877396,-2.7694962830353456,-2.513679176124074,-2.328572543145978,-2.1748501190634384,2.3,-2.611154886415723,0.066375,0.305104,0.046909,0.121191,-1.622277,1.142912,-1.34547,-1.770202,-0,0,-0,-0,-22.355307841396662,-12.41770999330087,-19.957008810260643,-22.849683001463216,-14.1172659270369,-2.426953050477834
STU_000135,ASTR 4B,2024F,S02,INST_ASTR4B_02,2025SP,20243,ASTR 4B__2024F,ASTR 4B__2024F__S02,0,pre,0.7,-2.338094287507247,2.375,2.4,2.3333333333333335,2.4,2.8333333333333335,-2.4086604831827985,-2.0238626683719834,-2.191349363549444,-1.9541671137312024,-1.214420626003504,2.466666666666667,-2.2472243907889897,0.066375,0.305104,0.046909,0.121191,-1.622277,1.142912,-1.34547,-1.770202,-0,0,-0,-0,-19.74127882239747,-10.638407980484502,-17.35802965961954,-19.844028060572736,-11.90749575138849,-2.109265903661146
STU_000133,ASTR 4B,2024F,S02,INST_ASTR4B_02,2025SP,20243,ASTR 4B__2024F,ASTR 4B__2024F__S02,0,pre,1.7,-1.0805886818231698,3.125,2.8,2.6666666666666665,3.2,3,-0.9086487120976218,-1.278229053708621,-1.546689738400186,-0.4565453960720986,-0.8942774616501927,2.966666666666667,-1.1554329039087916,0.066375,0.305104,0.046909,0.121191,-1.622277,1.142912,-1.34547,-1.770202,-0,0,-0,-0,-10.370821310013781,-5.764699804109458,-9.390225209767971,-10.399238458981143,-6.478439996775218,-1.1218956792580517
STU_000800,ASTR 4B,2024F,S02,INST_ASTR4B_02,2025SP,20243,ASTR 4B__2024F,ASTR 4B__2024F__S02,0,pre,3,0.5541686055661302,4.125,3.8,3,3.4,3.8333333333333335,1.0913669826826138,0.5858549829497852,-0.9020301132509271,-0.08213996665732322,0.7064383601163647,3.6666666666666665,0.3730751777234853,0.066375,0.305104,0.046909,0.121191,-1.622277,1.142912,-1.34547,-1.770202,-0,0,-0,-0,3.484290346192006,1.8788935737154568,2.3168891914725886,3.093281745905181,2.178662926794576,0.34067413955347886
STU_001045,ASTR 4B,2024F,S03,INST_ASTR4B_03,2025SP,20243,ASTR 4B__2024F,ASTR 4B__2024F__S03,0,pre,3.3,0.9314202872713531,3.25,3.2,3.5,3.2,3.8333333333333335,-0.6586467502500923,-0.5325954390452579,0.06495932447296097,-0.4565453960720986,0.7064383601163647,3.4,-0.20921361527928692,0.066375,0.305104,0.046909,0.121191,-1.622277,1.142912,-1.34547,-1.770202,-0,0,-0,-0,-2.166747090089744,-1.2320493598379958,-1.6291771463256588,-2.0572829424164154,-0.7805028896445598,-0.21112274404497391
STU_000651,ASTR 4B,2024F,S03,INST_ASTR4B_03,2025SP,20243,ASTR 4B__2024F,ASTR 4B__2024F__S03,0,pre,2.7,0.17691692386090738,2.75,2.8,2.3333333333333335,2.4,2.8333333333333335,-1.65865459764021,-1.278229053708621,-2.191349363549444,-1.9541671137312024,-1.214420626003504,2.6333333333333333,-1.8832938951622573,0.066375,0.305104,0.046909,0.121191,-1.622277,1.142912,-1.34547,-1.770202,-0,0,-0,-0,-16.727206824988748,-8.888092049141406,-14.928144805041356,-17.009096048296833,-10.246191418198734,-1.800244446651552
STU_000669,ASTR 4B,2024F,S03,INST_ASTR4B_03,2025SP,20243,ASTR 4B__2024F,ASTR 4B__2024F__S03,0,pre,3,0.5541686055661302,3.625,3.8,3.6666666666666665,3.2,3.6666666666666665,0.09135913529249606,0.5858549829497852,0.38728913704759005,-0.4565453960720986,0.3862951957630527,3.6,0.22750297947279274,0.066375,0.305104,0.046909,0.121191,-1.622277,1.142912,-1.34547,-1.770202,-0,0,-0,-0,1.826084761656517,1.2165148886629245,1.7204068143426048,1.7315583481069292,1.2717878746672253,0.2021363799923048
STU_000787,ASTR 4B,2024F,S03,INST_ASTR4B_03,2025SP,20243,ASTR 4B__2024F,ASTR 4B__2024F__S03,0,pre,2.3,-0.3260853184127238,4,3.8,3.3333333333333335,3.8,3.5,0.8413650208350845,0.5858549829497852,-0.25737048810166807,0.6666708921722283,0.06615203140974155,3.7,0.4458612768488326,0.066375,0.305104,0.046909,0.121191,-1.622277,1.142912,-1.34547,-1.770202,-0,0,-0,-0,4.186349747537542,2.243556529059402,3.262095410200284,4.100355305603602,2.335531468310978,0.42865455711451034
STU_000400,ASTR 4B,2024F,S04,INST_ASTR4B_01,2025SP,20243,ASTR 4B__2024F,ASTR 4B__2024F__S04,0,pre,3.7,1.4344225295449842,4.125,3.8,4.333333333333333,4,4.166666666666667,1.0913669826826138,0.5858549829497852,1.6766083873461073,1.0410763215870045,1.3467246888229878,4.1,1.31929446635299,0.066375,0.305104,0.046909,0.121191,-1.622277,1.142912,-1.34547,-1.770202,-0,0,-0,-0,12.027162846772736,6.211477416179782,10.835783552048358,12.190263472647285,7.692650141466266,1.2992579305221763
STU_000159,ASTR 4B,2024F,S04,INST_ASTR4B_01,2025SP,20243,ASTR 4B__2024F,ASTR 4B__2024F__S04,0,pre,2.7,0.17691692386090738,2.625,2.8,2.3333333333333335,2.8,2.5,-1.9086565594877396,-1.278229053708621,-2.191349363549444,-1.205356254901651,-1.8547069547101271,2.6,-1.9560799942876037,0.066375,0.305104,0.046909,0.121191,-1.622277,1.142912,-1.34547,-1.770202,-0,0,-0,-0,-16.916576829976066,-8.939522797277869,-15.051049219168721,-16.96241578995043,-10.68141772722029,-1.8172390897644173
STU_000446,ASTR 4B,2025SP,S01,INST_ASTR4B_01,2025SP,20251,ASTR 4B__2025SP,ASTR 4B__2025SP__S01,1,post,2.7,0.17691692386090738,3.25,3.4,3,2.8,2.8333333333333335,-0.6586467502500923,-0.1597786317135771,-0.9020301132509271,-1.205356254901651,-1.214420626003504,3.066666666666667,-0.9370746065327518,0.066375,0.305104,0.046909,0.121191,-1.622277,1.142912,-1.34547,-1.770202,-1.622277,1.142912,-1.34547,-1.770202,-8.245965598888708,-4.1870242632583015,-7.36928384766402,-8.545637054617682,-5.445434378721895,-0.8971478836456105
STU_001523,ASTR 4B,2025SP,S01,INST_ASTR4B_01,2025SP,20251,ASTR 4B__2025SP,ASTR 4B__2025SP__S01,1,post,1.3,-1.5835909240968005,3.75,3.8,3.5,3.6,3.6666666666666665,0.3413610971400255,0.5858549829497852,0.06495932447296097,0.29226546275745297,0.3862951957630527,3.6666666666666665,0.3730751777234853,0.066375,0.305104,0.046909,0.121191,-1.622277,1.142912,-1.34547,-1.770202,-1.622277,1.142912,-1.34547,-1.770202,3.3065039722190455,1.8890288150890615,2.802683195009843,3.31161290393381,2.110004553832637,0.3540741435886756
STU_000892,ASTR 4B,2025SP,S01,INST_ASTR4B_01,2025SP,20251,ASTR 4B__2025SP,ASTR 4B__2025SP__S01,1,post,3.3,0.9314202872713531,3.25,3.4,2.8333333333333335,3.2,2.6666666666666665,-0.6586467502500923,-0.1597786317135771,-1.2243599258255562,-0.4565453960720986,-1.534563790356816,3.066666666666667,-0.9370746065327518,0.066375,0.305104,0.046909,0.121191,-1.622277,1.142912,-1.34547,-1.770202,-1.622277,1.142912,-1.34547,-1.770202,-8.118744000263584,-4.1249731513619805,-7.3797595122899615,-8.191964347990755,-5.439763788973797,-0.8813057640072044
STU_000298,ASTR 4B,2025SP,S01,INST_ASTR4B_01,2025SP,20251,ASTR 4B__2025SP,ASTR 4B__2025SP__S01,1,post,2,-0.7033370001179466,3.75,4,3.6666666666666665,3.8,3.5,0.3413610971400255,0.9586717902814668,0.38728913704759005,0.6666708921722283,0.06615203140974155,3.7333333333333334,0.5186473759741789,0.066375,0.305104,0.046909,0.121191,-1.622277,1.142912,-1.34547,-1.770202,-1.622277,1.142912,-1.34547,-1.770202,4.425184849185723,2.6902665292263475,3.8964475050887244,4.585795491204461,2.599861633958757,0.48100467791928553
STU_000436,ASTR 4B,2025SP,S01,INST_ASTR4B_01,2025SP,20251,ASTR 4B__2025SP,ASTR 4B__2025SP__S01,1,post,1.7,-1.0805886818231698,3.125,2.8,3,3.8,3.6666666666666665,-0.9086487120976218,-1.278229053708621,-0.9020301132509271,0.6666708921722283,0.3862951957630527,3.2666666666666666,-0.5003580117806731,0.066375,0.305104,0.046909,0.121191,-1.622277,1.142912,-1.34547,-1.770202,-1.622277,1.142912,-1.34547,-1.770202,-4.833261713985594,-2.923688636513876,-4.269622519779764,-4.386668148274991,-2.504101117100374,-0.4995648042706174
STU_001173,ASTR 4B,2025SP,S01,INST_ASTR4B_01,2025SP,20251,ASTR 4B__2025SP,ASTR 4B__2025SP__S01,1,post,0.7,-2.338094287507247,3.125,2.2,3.3333333333333335,2.6,2.6666666666666665,-0.9086487120976218,-2.396679475703664,-0.25737048810166807,-1.5797616843164264,-1.534563790356816,2.8333333333333335,-1.4465773004101776,0.066375,0.305104,0.046909,0.121191,-1.622277,1.142912,-1.34547,-1.770202,-1.622277,1.142912,-1.34547,-1.770202,-12.541338776158218,-7.453369338277421,-10.829502063565803,-12.952505160209942,-8.128154748255136,-1.3678591304411376
STU_001212,ASTR 4B,2025SP,S01,INST_ASTR4B_01,2025SP,20251,ASTR 4B__2025SP,ASTR 4B__2025SP__S01,1,post,2.7,0.17691692386090738,3.25,2.8,3.3333333333333335,2.8,3,-0.6586467502500923,-1.278229053708621,-0.25737048810166807,-1.205356254901651,-0.8942774616501927,3.066666666666667,-0.9370746065327518,0.066375,0.305104,0.046909,0.121191,-1.622277,1.142912,-1.34547,-1.770202,-1.622277,1.142912,-1.34547,-1.770202,-8.329338348247449,-4.790787639200193,-7.201422414813454,-8.608803594429036,-5.295356935743774,-0.9042699244192697
